	Day	Date	Time	Place	Title	Rating	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
1275					The Ax (Le Couperet)		34186.0	fr	2005-03-02		0.0	122.0	['Comedy', 'Crime', 'Drama']	Costa-Gavras	
1276					How Much Do You Love Me? (Combien Tu M'Aimes?)		5070.0	fr	2005-10-26	0.0	0.0	95.0	['Comedy', 'Romance']	Bertrand Blier	
1277					Ballroom Dancing and Charm School		53905.0	en	2006-01-24	2500000.0	0.0	103.0	['Comedy', 'Drama', 'Romance']	Randall Miller	
1278					Z Channel: Magnificent Obsession		56224.0	en	2004-05-16	0.0	0.0	120.0	['History', 'Documentary']	Xan Cassavetes	
1279					Return to Eden		49333.0	nan	2010-07-12	0.0	0.0	101.0	['Music']	nan	
1280					Beyond The Sea		6478.0	en	2004-12-17	23000000.0	0.0	118.0	['Drama', 'Music']	Kevin Spacey	
1281					South Pacific		17352.0	en	1958-03-18	6000000.0	36800000.0	157.0	['Music', 'Romance', 'War']	Joshua Logan	
1282					Bring Me the Head of Alfredo Garcia		11942.0	en	1974-08-14	1500000.0	0.0	112.0	['Action', 'Crime', 'Drama', 'Thriller', 'Western']	Sam Peckinpah	
1283					Dad & Dave Come To Town		21291.0	en	nan	19000000.0	19738015.0	117.0	['Drama', 'Comedy']	Gary David Goldberg	
1284					Little Manhattan		16553.0	en	2005-09-30	0.0	1117920.0	84.0	['Comedy']	Mark Levin	
1285					Mrs Harris		58934.0	en	2006-02-25		0.0	94.0	['Drama']	Phyllis Nagy	
1286					A Dirty Shame		13702.0	en	2004-09-12	15000000.0	1914166.0	89.0	['Comedy']	John Waters	
1287					The Notorious Bettie Page		15402.0	en	2005-09-14	0.0	1410778.0	91.0	['Comedy', 'Drama']	Mary Harron	
1288					Velvet Goldmine			en	1998-10-23	0.0	1053788.0	119.0	['Drama', 'Music']	nan	
1289					Le Magnifique		19562.0	fr	1973-11-23	0.0	0.0	95.0	['Action', 'Comedy']	Philippe de Broca	
1290					March of the Penguins		1667.0	fr	2005-01-26	8000000.0	127392239.0	80.0	['Documentary', 'Family']	Jérôme Maison	
1291					Far From Heaven + Dottie...			nan	nan					nan	
1292					Incident At Raven's Gate		106348.0	en	1988-12-01		0.0	94.0	['Fantasy', 'Drama', 'Thriller', 'Science Fiction']	Rolf de Heer	
1293					Happiness		10683.0	en	nan		2807390.0	139.0	['Comedy', 'Drama']	Todd Solondz	
1294					Kids + Oreos With Attitude			nan	nan					nan	
1295					IShot Andy Warhol			nan	nan					nan	
1296					Poison		47620.0	en	1991-04-05	250000.0	609524.0	85.0	['Drama', 'Horror', 'Science Fiction']	Todd Haynes	
1297					The little mermaid		10144.0	en	1989-11-17	40000000.0	222300000.0	83.0	['Animation', 'Family']	John Musker	
1298					Office Killer		49728.0	en	1997-01-01	0.0	0.0	82.0	['Comedy', 'Horror', 'Thriller']	Cindy Sherman	
1299					Swoon		54934.0	en	1992-09-11	250000.0	340147.0	82.0	['Drama']	Tom Kalin	
1300					Go Fish		18620.0	en	1994-06-10	0.0	0.0	83.0	['Drama', 'Romance']	Rose Troche	
1301					One Hour Photo		9357.0	en	2002-08-21	12000000.0	52223306.0	96.0	['Horror', 'Thriller']	Mark Romanek	
1302					Hedwig & The Angry Inch		13403.0	en	2001-07-20	0.0		95.0	['Comedy', 'Music']	John Cameron Mitchell	
1303					Dog Day Afternoon		968.0	en	1975-08-11	1800000.0	46665856.0	125.0	['Crime', 'Drama', 'Thriller']	Sidney Lumet	
1304					The Safety of Objects		24186.0	en	2002-10-25	0.0	0.0	121.0	['Drama']	Rose Troche	
1305					The Castle		13852.0	en	1997-04-10	786675.0	861789.0	85.0	['Drama', 'Comedy']	Rob Sitch	
1306					Boys Don't Cry		226.0	en	1999-09-02	2000000.0	11540607.0	118.0	['Crime', 'Drama']	Kimberly Peirce	
1307					Tim Burton's The corpse bride			nan	nan					nan	
1308					Grain In Ear (Mang Zhong)			nan	nan					nan	
1309					Two-Lane Blacktop		27236.0	en	1971-07-07			102.0	['Drama']	Monte Hellman	
1310					Separate Lies		38583.0	en	2005-09-16	0.0	0.0	85.0	['Romance', 'Drama', 'Thriller']	Julian Fellowes	
1311					Phar Lap s			nan	nan					nan	
1312					Dreamer		171709.0	en	2013-03-02	0.0	0.0	0.0	['Drama']	Jesse Salmeron	
1313					The Beales of Grey Gardens		47491.0	en	2006-07-21	400000.0	0.0	90.0	['Documentary', 'Drama']	David Maysles	
1314					Turks Fruit (aka Turkish Delight)			nan	nan					nan	
1315					Sons of Namatjira + Hepzibah			nan	nan					nan	
1316					Tom Sawyer		104711.0	de	2011-11-17	0.0	0.0	109.0	['Adventure']	Hermine Huntgeburth	
1317					Volver		219.0	es	2006-03-16	12899867.0		121.0	['Comedy', 'Drama', 'Romance']	Pedro Almodóvar	
1318					Salvador		6106.0	en	1986-04-23	4500000.0	0.0	123.0	['Drama']	Oliver Stone	
1319					Jindabyne		4657.0	en	2006-07-20	0.0	0.0	123.0	['Crime', 'Drama', 'Mystery', 'Thriller']	Ray Lawrence	
1320					Pepi, Luci, Bom		4499.0	es	1980-10-27	0.0		82.0	['Comedy']	Pedro Almodóvar	
1321					All About My Mother		99.0	es	1999-04-19	8272296.0	67872296.0	101.0	['Comedy', 'Drama']	Pedro Almodóvar	
1322					Women on the Verge of a Nervous Breakdown		4203.0	es	1988-03-14	700000.0	7179298.0	88.0	['Comedy', 'Drama']	Pedro Almodóvar	
1323					Kika		8223.0	es	1993-10-28	0.0	0.0	117.0	['Comedy', 'Drama']	Pedro Almodóvar	
1324					Aladdin		812.0	en	1992-11-25	28000000.0	504050219.0	90.0	['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']	John Musker	
1325					What Have I Done to Deserve This		8221.0	es	1984-10-24	0.0	706685.0	102.0	['Drama', 'Comedy']	Pedro Almodóvar	
1326					High Heels			es	1991-10-23	0.0		109.0		nan	
1327					Live Flesh		267.0	es	1997-10-28	0.0	1535558.0	103.0	['Drama', 'Romance', 'Thriller']	Pedro Almodóvar	
1328					Bad Timing		33214.0	en	1980-03-02	0.0	0.0	123.0		nan	
1329					Shirley Thompson vs the Aliens			nan	nan					nan	
1330					Zathura: A space adventure		6795.0	en	nan	65000000.0	64321501.0	101.0	['Family', 'Fantasy', 'Science Fiction', 'Adventure']	Jon Favreau	
1331					Gravehopping		70648.0	sl	2005-06-06	0.0	0.0	103.0	['Comedy', 'Drama']	Jan Cvitkovič	
1332					Rock All Night + Hollywood's Wild Angel			nan	nan					nan	
1333					Wah Wah		15013.0	en	2005-08-17	0.0	0.0	120.0	['Drama']	Richard E. Grant	
1334					Winter of our Dreams		177987.0	en	1981-07-31	0.0	0.0	89.0	['Drama', 'Romance']	John Duigan	
1335					Willy Wonka and the Chocolate Factory		252.0	en	1971-06-29		4000000.0	100.0	['Family', 'Fantasy']	Mel Stuart	
1336					Black Jack		144734.0	it	1968-10-24	0.0	0.0	99.0	['Western']	Gianfranco Baldanello	
1337					Shorts Program 1		353339.0	en	2015-08-15	0.0	0.0	104.0	[]	nan	
1338					Metropolis		19.0	de	1927-01-10	92620000.0	650422.0	153.0	['Drama', 'Science Fiction']	Fritz Lang	
1339					Prime Rose		265718.0	en	1983-08-21	0.0	0.0	90.0	['Science Fiction']	Satoshi Dezaki	
1340					The Raven		70436.0	en	2012-03-09	26000000.0	29657751.0	111.0	['Crime', 'Thriller', 'Mystery']	James McTeigue	
1341					Shorts Program 2		353342.0	en	2015-08-15	0.0	0.0	100.0	[]	nan	
1342					Thank God He Met Lizzie		79816.0	en	1997-11-20	0.0	0.0	91.0	['Comedy', 'Romance']	Cherie Nowlan	
1343					The Fantastic Adventure of Unico		38563.0	en	1981-03-14	0.0	0.0	90.0	['Animation']	Toshio Hirata	
1344					Jungle Emperor		314215.0	ja	1966-07-30	0.0	0.0	65.0	['Drama', 'Adventure', 'Animation', 'Family']	Eiichi Yamamoto	
1345					Cleopatra		8095.0	en	1963-06-12	31115000.0	71000000.0	248.0	['Drama', 'History', 'Romance']	Joseph L. Mankiewicz	
1346					101 Dalmatians		11674.0	en	1996-11-17	54000000.0	320689294.0	103.0	['Comedy', 'Family']	Stephen Herek	
1347					TV Series Program 1			nan	nan					nan	
1348					Space Firebird 2772		57635.0	ja	1980-01-01	0.0	0.0	122.0	['Animation', 'Science Fiction', 'Mystery', 'Drama']	Taku Sugiyama	
1349					1001 Nights		42067.0	en	1998-04-30		0.0	23.0	['Animation', 'Drama', 'Fantasy']	Mike Smith	
1350					Talk - Tezuka: From Manga to Anime			nan	nan					nan	
1351					The Wild Angels		42725.0	en	1966-07-20	0.0	0.0	87.0	['Action', 'Drama']	Roger Corman	
1352					Merry Christmas (Joyeux Noel)		11661.0	fr	2005-11-09	22000000.0	17709155.0	116.0	['Romance', 'Drama', 'History', 'War', 'Music']	Christian Carion	
1353					Smiley		119278.0	en	2012-10-12	0.0	0.0	90.0	['Horror']	Michael J. Gallagher	
1354					TV Series Program 2			nan	nan					nan	
1355					Chicken Little		9982.0	en	2005-11-04	150000000.0	314432665.0	81.0	['Animation', 'Family', 'Comedy']	Mark Dindal	
1356					Marine Express		266566.0	en	nan	0.0		91.0	['Science Fiction', 'Fantasy', 'Animation']	Satoshi Dezaki	
1357					Baggy			nan	nan					nan	
1358					A Bucket of Blood		22642.0	en	1959-10-21	50000.0	0.0	66.0	['Comedy', 'Horror']	Roger Corman	
1359					Mickey's Christmas Carol + Disney Shorts			nan	nan					nan	
1360					The Producers		30197.0	en	1967-11-22			88.0	['Comedy']	Mel Brooks	
1361					Alakazam The Great		76721.0	ja	1960-08-14	0.0	0.0	88.0	['Animation', 'Fantasy']	Osamu Tezuka	
1362					Old Joy		26518.0	en	2006-01-01	300000.0	0.0	73.0	['Drama']	Kelly Reichardt	
1363					The Fall of the House of Usher		171570.0	en	2012-11-09	400000.0	0.0	15.0	[]	Raul Garcia	
1364					Masculin Feminin:  faits precis			nan	nan					nan	
1365					Emmanuelle		24402.0	fr	1974-06-25	500000.0	0.0	89.0	['Drama', 'Romance']	Just Jaeckin	
1366					Little Shop of Horrors		10776.0	en	1986-12-19	25000000.0	38748395.0	94.0	['Horror', 'Comedy', 'Music']	Frank Oz	
1367					The Bounty		2669.0	en	1984-05-04	25000000.0	8613462.0	132.0	['Action', 'Drama', 'History']	Roger Donaldson	
1368					Planet of Storms		49164.0	ru	1962-04-13		0.0	72.0	['Science Fiction', 'Adventure']	Pavel Klushantsev	
1369					Jaws		578.0	en	1975-06-18	7000000.0	470654000.0	124.0	['Horror', 'Thriller', 'Adventure']	Steven Spielberg	
1370					Tron		97.0	en	1982-07-09	17000000.0	33000000.0	96.0	['Science Fiction', 'Action', 'Adventure']	Steven Lisberger	
1371					Opal Dream		15699.0	en	2006-11-22	5000000.0	140666.0	86.0	['Drama', 'Family', 'Foreign']	Peter Cattaneo	
1372					The Girl Can't Help It		42839.0	en	1956-12-01	0.0		99.0	['Comedy']	Frank Tashlin	
1373					Ten		279516.0	en	2014-03-28	25000.0	0.0	83.0	['Adventure', 'Horror', 'Mystery', 'Thriller']	Sophia Cacciola	
1374					The Maltese Falcon		963.0	en	1941-11-18	375000.0	1000000.0	100.0	['Mystery', 'Crime', 'Thriller']	John Huston	
1375					Great Expectations		9410.0	en	1998-01-19	25000000.0	55494066.0	111.0	['Comedy', 'Drama', 'Romance']	Alfonso Cuarón	
1376					Microcosmos		9305.0	fr	1996-05-20	0.0	0.0	80.0	['Documentary']	Marie Pérennou	
1377					St Valentine's Day Massacre		42702.0	en	1967-06-30		0.0	100.0	['Drama', 'History', 'Crime']	Roger Corman	
1378					The White Countess		18840.0	en	2005-10-30	0.0	0.0	135.0	['Drama', 'History', 'Family', 'Romance']	James Ivory	
1379					Gettin' Square		23201.0	en	2003-10-09	0.0	0.0	100.0	['Action', 'Comedy', 'Thriller']	Jonathan Teplitzky	
1380					The House of Usher		74254.0	en	2007-09-11	130000.0	1677.0	80.0	['Drama', 'Horror', 'Thriller']	Hayley Cloake	
1381					Jungle Emperor Leo		14368.0	ja	1997-01-01		0.0	100.0	['Adventure', 'Animation', 'Comedy', 'Family']	Yoshio Takeuchi	
1382					Frankenstein Unbound		3072.0	en	1990-11-02	0.0		82.0	['Drama', 'Horror', 'Science Fiction']	Roger Corman	
1383					Water		19127.0	en	1985-01-01	0.0	0.0	94.0	['Adventure', 'Comedy']	Dick Clement	
1384					They're A Weird Mob		31486.0	en	1966-08-18	0.0	0.0	112.0	['Comedy']	Michael Powell	
1385					I Am Cuba: The Siberian Mammoth		78129.0	pt	2005-04-14	0.0	0.0	91.0	['Documentary', 'Foreign']	Vicente Ferraz	
1386					The Devil's Playground			en	1976-08-12	0.0	0.0	107.0	['Drama']	nan	
1387					Our Queer Recollection			nan	nan					nan	
1388					Offside		13209.0	fa	2006-05-26	2500.0	0.0	93.0	['Drama', 'Comedy', 'Foreign']	Jafar Panahi	
1389					I Am Cuba		32015.0	es	1964-09-06	0.0	0.0	141.0	['Drama']	Mikhail Kalatozov	
1390					The Lives of Others (Das Leben der Anderen)		582.0	de	2006-03-15	2000000.0	70000000.0	137.0	['Drama', 'Thriller']	Florian Henckel von Donnersmarck	
1391					Encounter Point		27787.0	en	2006-01-01	0.0	0.0	85.0	['Documentary', 'Foreign']	Ronit Avni	
1392					The Violin (El Violin)		14283.0	en	1998-09-10		9495408.0	131.0	['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']	François Girard	
1393					D.O.A + The Devil's Toy			nan	nan					nan	
1394					Mrs Palfrey at The Claremont		47880.0	en	2005-11-25	750000.0	1720953.0	108.0	['Comedy', 'Drama']	Dan Ireland	
1395					Life		395992.0	nan	2017-03-22	58000000.0	100541806.0	103.0	['Horror', 'Science Fiction', 'Thriller']	Daniel Espinosa	
1396					Devils on the Doorstep		25838.0	zh	2000-05-12	0.0	0.0	139.0	['Drama', 'War']	Jiang Wen	
1397					Adolescence:Navigating the Agony & the Ecstasy			nan	nan					nan	
1398					The New World		11400.0	en	2005-12-25	30000000.0	30536013.0	135.0	['Drama', 'History', 'Romance']	Terrence Malick	
1399					America, America		271110.0	en	nan	250000000.0	1153304495.0	147.0	['Adventure', 'Action', 'Science Fiction']	Joe Russo	
1400					Kanyini + Babakiueria			nan	nan					nan	
1401					Almost Adult		402644.0	en	2006-10-28	0.0	0.0	75.0	['Drama']	Yousaf Ali Khan	
1402					1900 (Novecento)		3870.0	it	1976-09-03	9000000.0	0.0	317.0	['Drama', 'History', 'Romance']	Bernardo Bertolucci	
1403					Land & Freedom		313369.0	en	2016-11-29	30000000.0	445435700.0	128.0	['Comedy', 'Drama', 'Music', 'Romance']	Damien Chazelle	
1404					Rollerball		11535.0	en	2002-02-08	0.0	0.0	98.0	['Action', 'Science Fiction', 'Thriller']	John McTiernan	
1405					We of the Never Never			en	1982-11-04	0.0	0.0	134.0	['Drama']	nan	
1406					Roll Bounce			en	nan	0.0	0.0	112.0		nan	
1407					A Prairie Home Companion			en	2006-06-09	10000000.0	0.0			nan	
1408					No Worries		271216.0	en	1994-12-08	0.0	0.0	92.0	[]	David Elfick	
1409					Zidane: A 21st Century Portrait		8421.0	en	2006-05-23	0.0	0.0	90.0	['Documentary', 'Foreign']	Philippe Parreno	
1410					Invasion of the Body Snatchers		11549.0	en	1956-02-05	417000.0	0.0	80.0	['Horror', 'Science Fiction']	Don Siegel	
1411					Summer of the Seventeenth Doll		121369.0	en	1959-12-01	0.0	0.0	93.0	['Drama', 'Romance']	Leslie Norman	
1412					Alice in Wonderland		12155.0	en	2010-03-03	200000000.0	1025491110.0	108.0	['Family', 'Fantasy', 'Adventure']	Tim Burton	
1413					Shoe Biz: The Beat of Shod Feet			nan	nan					nan	
1414					British Fashion Double:Swinging London			nan	nan					nan	
1415					The Velvet Hammer Burlesque			nan	nan					nan	
1416					The Wind That Shakes The Barley		1116.0	en	2006-06-23		22889018.0	124.0	['Drama', 'History', 'War']	Ken Loach	
1417					Don's Party		38919.0	en	1976-11-10	0.0	0.0	90.0	['Comedy', 'Foreign']	Bruce Beresford	
1418					Quadrophenia		10373.0	en	1979-09-14	0.0	0.0	120.0	['Drama', 'Music']	Franc Roddam	
1419					The Man in the Iron Mask			en	1998-03-12	0.0	0.0			nan	
1420					Aust Fashion Double: Undercover +Berlei Shorts			nan	nan					nan	
1421					Australian Fashion Double: Closet Tales			nan	nan					nan	
1422					As It Is In Heaven		257238.0	en	2014-08-15		0.0	86.0	['Drama']	Joshua Overbay	
1423					The Sorrow and the Pity		42611.0	fr	1969-09-18		0.0	251.0	['Documentary', 'History', 'War', 'Foreign']	Marcel Ophüls	
1424					The Killing + After Prison, What?			nan	nan					nan	
1425					Free Animated Kids' Classics			nan	nan					nan	
1426					The Last Trapper		13678.0	fr	2004-12-12	8000000.0	0.0	94.0	['Adventure', 'Drama']	Nicolas Vanier	
1427					Jason and the Argonauts		11533.0	en	1963-06-19	1000000.0	0.0	104.0	['Adventure', 'Family', 'Fantasy']	Don Chaffey	
1428					Burke & Wills		176049.0	en	1985-10-30	9000000.0	1600000.0	140.0	['History', 'Adventure', 'Drama']	Graeme Clifford	
1429					Pan's Labyrinth		1417.0	es	2006-05-27	19000000.0	83258226.0	118.0	['Fantasy', 'Drama', 'War']	Guillermo del Toro	
1430					Cronos		11655.0	en	1993-09-12	0.0	0.0	94.0	['Drama', 'Horror', 'Thriller']	Guillermo del Toro	
1431					Blade II		36586.0	en	2002-03-22	54000000.0	155010032.0	117.0	['Fantasy', 'Horror', 'Action', 'Thriller']	Guillermo del Toro	
1432					Friday the 13th + Teenagers on Trial			nan	nan					nan	
1433					Annie's Coming Out		118491.0	en	1984-09-27	0.0		0.0	[]	Gil Brealey	
1434					Mimic		4961.0	en	1997-08-22	30000000.0	25480490.0	105.0	['Fantasy', 'Horror', 'Thriller']	Guillermo del Toro	
1435					George A. Romero's Martin			nan	nan					nan	
1436					Hellboy		1487.0	en	2004-04-02	66000000.0	99318987.0	122.0	['Fantasy', 'Action', 'Science Fiction']	Guillermo del Toro	
1437					Princes and Princesses		65592.0	fr	2000-01-26	0.0	0.0	70.0	['Fantasy', 'Animation', 'Drama', 'Science Fiction', 'Romance', 'Foreign', 'Family', 'Comedy']	Michel Ocelot	
1438					The Devil's Backbone		1433.0	es	2001-04-20	4500000.0	6459020.0	106.0	['Fantasy', 'Drama', 'Horror', 'Thriller', 'Science Fiction']	Guillermo del Toro	
1439					Black Sunday		50374.0	en	1977-03-11	0.0	0.0	143.0	['Action', 'Drama', 'Thriller']	John Frankenheimer	
1440					The Loved One		16303.0	en	1965-10-11	0.0	0.0	122.0	['Comedy']	Tony Richardson	
1441					Heading South		1540.0	en	2005-09-07	0.0	0.0	108.0	['Drama', 'Romance']	Laurent Cantet	
1442					Two Hands		13428.0	en	1999-07-29	0.0	0.0	103.0	['Comedy', 'Crime', 'Thriller']	Gregor Jordan	
1443					Klimt		29291.0	nan	2006-03-03	0.0	0.0	131.0	['Drama', 'Romance']	Raúl Ruiz	
1444					Motel Hell + The Dangerous Stranger			nan	nan					nan	
1445					Eureka Stockade		467098.0	en	1984-03-26	0.0	0.0	190.0		nan	
1446					Wallace & Gromit in the Curse of the Were-Rabbit		61445.0	en	1997-08-24	0.0		178.0	['History', 'Drama']	John Frankenheimer	
1447					Shock Corridor		25504.0	en	1963-09-11	0.0	0.0	101.0	['Drama', 'Mystery', 'Thriller']	Samuel Fuller	
1448					Strictly Ballroom		10409.0	en	1992-08-20	3000000.0	33946224.0	94.0	['Comedy', 'Drama', 'Romance']	Baz Luhrmann	
1449					Metaphysical TV: The 1980s			nan	nan					nan	
1450					Intermedia Network: The 1990s			nan	nan					nan	
1451					D/Art Screenings: Contemporary Works			nan	nan					nan	
1452					Jubilee		41426.0	en	1978-02-01	0.0	0.0	106.0	['Comedy', 'Drama', 'Fantasy', 'Music']	Derek Jarman	
1453					Suburbia		28059.0	en	1996-02-07	0.0	656747.0	121.0	['Comedy', 'Drama']	Richard Linklater	
1454					Re-Animator + Goodbye Mr. Germ			nan	nan					nan	
1455					U-Carmen e-Khayelitsha			nan	nan					nan	
1456					Gary Hilberg Presents.			nan	nan					nan	
1457					Ghost on the Highway		342938.0	en	2006-06-29	0.0	0.0	97.0	[]	Kurt Voss	
1458					Shorts 1: Punk and Post Punk			nan	nan					nan	
1459					Ladies and Gentlemen, the Fabulous Stains		27016.0	en	1982-10-01	0.0	0.0	87.0	['Drama', 'Thriller', 'Music']	Lou Adler	
1460					Charlotte's Web		9986.0	nan	2006-12-15	85000000.0	144000000.0	97.0	['Comedy', 'Family', 'Fantasy']	Gary Winick	
1461					Punk and the Pistols		343924.0	en		0.0	0.0	0.0	[]	nan	
1462					Shorts 2: NYC No Wave			nan	nan					nan	
1463					Made in Britain		31858.0	en	1982-02-25	0.0	0.0	76.0	['Crime', 'Drama']	Alan Clarke	
1464					Billy Childish & the Chatham Super 8 Cinema		228944.0	en	2005-06-26	0.0		70.0	['Documentary']	Graham Bendel	
1465					Desperate Living		14262.0	en	nan	65000.0	0.0	90.0	['Comedy', 'Crime', 'Fantasy', 'Horror']	John Waters	
1466					Prick Up Your Ears		27857.0	en	1987-04-17	0.0	0.0	111.0	['Drama']	Stephen Frears	
1467					Peterson		455483.0	sv	nan	0.0	0.0	88.0	['Documentary']	Henrik Jansson-Schweizer	
1468					Repo Man		13820.0	en	1984-02-20	1500000.0	2300000.0	92.0	['Comedy', 'Crime', 'Science Fiction', 'Thriller']	Alex Cox	
1469					The Great Rock n Roll Swindle		16149.0	en	1980-09-11	0.0	0.0	103.0	['Comedy', 'Documentary']	Julien Temple	
1470					Wild Zero		16231.0	ja	1999-08-28		0.0	98.0	['Horror']	Tetsuro Takeuchi	
1471					The Queen		1165.0	en	2006-09-15	15000000.0	123384128.0	103.0	['Drama']	Stephen Frears	
1472					Mary Tomsic Presents...			nan	nan					nan	
1473					Interstella 5555		11049.0	en	2003-05-18	0.0	0.0	68.0	['Science Fiction', 'Music', 'Animation']	Kazuhisa Takenôchi	
1474					Burn! (Queimada)		42617.0	it	nan	0.0	0.0	112.0	['Action', 'Drama']	Gillo Pontecorvo	
1475					Clubland		18425.0	en	2007-08-03	0.0	0.0	105.0	['Drama', 'Comedy', 'Romance']	Cherie Nowlan	
1476					Intolerance (with Live Score)			nan	nan					nan	
1477					Harry Potter and the Philosopher's Stone		671.0	nan	2001-11-16	125000000.0	976475550.0	152.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
1478					Daft Punk's Electroma		13529.0	en	2006-03-24	0.0	0.0	74.0	['Science Fiction']	Guy-Manuel de Homem-Christo	
1479					The Thing		1091.0	en	1982-06-25	15000000.0	19629760.0	109.0	['Horror', 'Mystery', 'Science Fiction']	John Carpenter	
1480					Rock 'n' Roll High School		26326.0	nan	1979-08-24	300000.0	0.0	93.0	['Comedy', 'Music']	Allan Arkush	
1481					Unfolding Florence		289621.0	en	2006-01-28	0.0	400.0	82.0	[]	nan	
1482					The Sentimental Bloke		125772.0	en	1919-10-04	0.0	0.0	106.0	['Romance', 'Drama']	Raymond Longford	
1483					Harry Potter and the Chamber of Secrets		672.0	en	2002-11-13	100000000.0	876688482.0	161.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
1484					Allegro non troppo (MIAF special event)			nan	nan					nan	
1485					Jesus Camp		1776.0	en	2006-09-15	0.0	0.0	87.0	['Documentary']	Rachel Grady	
1486					Ma Mere		26280.0	fr	2009-06-05	0.0	0.0	96.0	['Drama']	Xavier Dolan	
1487					The Lacemaker		236003.0	nan	1912-08-17	0.0		20.0	[]	Léonce Perret	
1488					Flesh & Blood		12775.0	nan	1985-08-30	6500000.0	0.0	126.0	['Adventure', 'Drama']	Paul Verhoeven	
1489					Dreamgirls		1125.0	en	2006-12-25	70000000.0	154937680.0	134.0	['Drama']	Bill Condon	
